Id;CreationDate;PostId;RelatedPostId;LinkTypeId
4111;2010-04-26 03:01:47.503;217597;108813;1
4112;2010-04-26 03:01:47.503;217645;207230;1
4114;2010-04-26 03:01:47.580;217892;436013;1
4115;2010-04-26 03:01:47.597;217941;127832;1
4116;2010-04-26 03:01:47.597;217951;439653;1
4118;2010-04-26 03:01:47.613;217960;119323;1
4122;2010-04-26 03:01:47.660;218096;119548;1
4123;2010-04-26 03:01:47.677;218100;107404;1
4130;2010-04-26 03:01:47.707;218161;2084;1
4131;2010-04-26 03:01:47.707;218161;132587;1
4132;2010-04-26 03:01:47.707;218161;1612398;1
4133;2010-04-26 03:01:47.753;218256;211493;1
4134;2010-04-26 03:01:47.770;218380;205348;1
4135;2010-04-26 03:01:47.800;218461;217932;1
4137;2010-04-26 03:01:47.817;218507;138621;1
4138;2010-04-26 03:01:47.817;218507;131282;1
4140;2010-04-26 03:01:47.847;218627;18557;1
4145;2010-04-26 03:01:47.910;218839;133879;1
4146;2010-04-26 03:01:47.910;218845;19941;1
4147;2010-04-26 03:01:47.910;218848;219559;1
4149;2010-04-26 03:01:47.940;218920;56687;1
4150;2010-04-26 03:01:47.940;218936;4745;1
4151;2010-04-26 03:01:47.970;219027;78756;1
4152;2010-04-26 03:01:47.987;219097;77431;1
4154;2010-04-26 03:01:48.003;219156;102902;1
4155;2010-04-26 03:01:48.003;219163;36707;1
4158;2010-04-26 03:01:48.033;219285;139142;1
4159;2010-04-26 03:01:48.033;219323;129677;1
4160;2010-04-26 03:01:48.067;219381;219417;1
4161;2010-04-26 03:01:48.067;219396;140734;1
4162;2010-04-26 03:01:48.080;219402;428109;1
4163;2010-04-26 03:01:48.080;219413;18557;1
4165;2010-04-26 03:01:48.097;219519;145856;1
4166;2010-04-26 03:01:48.113;219559;218848;1
4167;2010-04-26 03:01:48.160;219718;119064;1
4168;2010-04-26 03:01:48.190;219815;213638;1
4169;2010-04-26 03:01:48.207;219846;188844;1
4170;2010-04-26 03:01:48.220;219910;219808;1
4171;2010-04-26 03:01:48.220;219914;1143262;1
4173;2010-04-26 03:01:48.237;219999;157998;1
4175;2010-04-26 03:01:48.267;220084;220044;1
4178;2010-04-26 03:01:48.283;220135;226503;1
4180;2010-04-26 03:01:48.300;220187;1643616;1
4181;2010-04-26 03:01:48.300;220203;290035;1
4184;2010-04-26 03:01:48.330;220250;202271;1
4189;2010-04-26 03:01:48.377;220450;90924;1
4190;2010-04-26 03:01:48.377;220450;202685;1
4194;2010-04-26 03:01:48.407;220613;200394;1
4196;2010-04-26 03:01:48.457;220786;174664;1
4197;2010-04-26 03:01:48.457;220786;53844;1
4198;2010-04-26 03:01:48.470;220793;149268;1
4199;2010-04-26 03:01:48.487;220838;569380;1
4202;2010-04-26 03:01:48.517;220902;99479;1
4203;2010-04-26 03:01:48.533;220958;14120;1
4204;2010-04-26 03:01:48.533;221001;795027;1
4205;2010-04-26 03:01:48.580;221149;167464;1
4206;2010-04-26 03:01:48.580;221152;149388;1
4207;2010-04-26 03:01:48.580;221165;45399;1
4215;2010-04-26 03:01:48.657;221376;201837;1
4219;2010-04-26 03:01:48.703;221539;221294;1
4225;2010-04-26 03:01:48.797;221824;220405;1
4227;2010-04-26 03:01:48.813;221847;219986;1
4228;2010-04-26 03:01:48.813;221881;61553;1
4229;2010-04-26 03:01:48.813;221881;212942;1
4230;2010-04-26 03:01:48.830;221892;77213;1
4232;2010-04-26 03:01:48.847;221944;43743;1
4233;2010-04-26 03:01:48.847;221944;142132;1
4234;2010-04-26 03:01:48.847;221944;102558;1
4238;2010-04-26 03:01:48.860;221995;5842;1
4239;2010-04-26 03:01:48.877;222018;51564;1
4242;2010-04-26 03:01:48.907;222072;221716;1
4243;2010-04-26 03:01:48.923;222117;106597;1
4246;2010-04-26 03:01:48.970;222319;18783;1
4247;2010-04-26 03:01:48.987;222370;102084;1
4251;2010-04-26 03:01:49.000;222444;205749;1
4252;2010-04-26 03:01:49.017;222450;151846;1
4254;2010-04-26 03:01:49.033;222511;1093449;1
4262;2010-04-26 03:01:49.127;222839;57493;1
4267;2010-04-26 03:01:49.140;222916;118199;1
4268;2010-04-26 03:01:49.140;222916;164496;1
4269;2010-04-26 03:01:49.157;222940;193457;1
4272;2010-04-26 03:01:49.220;223187;212198;1
4273;2010-04-26 03:01:49.220;223189;148729;1
4274;2010-04-26 03:01:49.237;223215;94101;1
4275;2010-04-26 03:01:49.283;223354;224669;1
4277;2010-04-26 03:01:49.297;223384;207592;1
4279;2010-04-26 03:01:49.313;223421;42785;1
4280;2010-04-26 03:01:49.330;223520;206775;1
4282;2010-04-26 03:01:49.343;223535;184782;1
4283;2010-04-26 03:01:49.360;223615;183406;1
4284;2010-04-26 03:01:49.377;223643;44905;1
4286;2010-04-26 03:01:49.407;223788;220229;1
4288;2010-04-26 03:01:49.437;223878;184729;1
4290;2010-04-26 03:01:49.470;224009;224039;1
4294;2010-04-26 03:01:49.517;224138;224059;1
4295;2010-04-26 03:01:49.517;224138;224204;1
4296;2010-04-26 03:01:49.517;224145;215908;1
4297;2010-04-26 03:01:49.530;224163;99552;1
4299;2010-04-26 03:01:49.530;224220;66117;1
4300;2010-04-26 03:01:49.563;224320;221307;1
4301;2010-04-26 03:01:49.593;224421;224138;1
4302;2010-04-26 03:01:49.593;224430;222188;1
4303;2010-04-26 03:01:49.610;224474;216884;1
4304;2010-04-26 03:01:49.610;224474;127395;1
4305;2010-04-26 03:01:49.627;224499;90580;1
4306;2010-04-26 03:01:49.640;224504;1814856;1
4307;2010-04-26 03:01:49.657;224606;144550;1
4308;2010-04-26 03:01:49.673;224648;89891;1
4309;2010-04-26 03:01:49.687;224669;223354;1
4312;2010-04-26 03:01:49.720;224735;186615;1
4313;2010-04-26 03:01:49.720;224735;375913;1
4314;2010-04-26 03:01:49.720;224735;926266;1
4315;2010-04-26 03:01:49.720;224748;224637;1
4316;2010-04-26 03:01:49.720;224771;221533;1
4318;2010-04-26 03:01:49.733;224796;177799;1
4322;2010-04-26 03:01:49.767;224878;143552;1
4323;2010-04-26 03:01:49.780;224942;38190;1
4325;2010-04-26 03:01:49.780;224949;224830;1
4326;2010-04-26 03:01:49.797;224952;326390;1
4327;2010-04-26 03:01:49.813;224966;37011;1
4328;2010-04-26 03:01:49.813;225011;96501;1
4329;2010-04-26 03:01:49.843;225115;63957;1
4330;2010-04-26 03:01:49.860;225121;206743;1
4331;2010-04-26 03:01:49.860;225121;211426;1
4333;2010-04-26 03:01:49.907;225309;211355;1
4334;2010-04-26 03:01:49.937;225446;205374;1
4335;2010-04-26 03:01:49.937;225446;200442;1
4336;2010-04-26 03:01:49.937;225446;59793;1
4338;2010-04-26 03:01:49.953;225488;88950;1
4339;2010-04-26 03:01:49.983;225572;171156;1
4340;2010-04-26 03:01:49.983;225572;219164;1
4341;2010-04-26 03:01:49.983;225572;35007;1
4342;2010-04-26 03:01:50.000;225624;178863;1
4343;2010-04-26 03:01:50.017;225725;30879;1
4345;2010-04-26 03:01:50.047;225825;18421;1
4347;2010-04-26 03:01:50.063;225916;150814;1
4354;2010-04-26 03:01:50.157;226302;174356;1
4355;2010-04-26 03:01:50.170;226342;41601;1
4357;2010-04-26 03:01:50.203;226442;224009;1
4358;2010-04-26 03:01:50.217;226464;904;1
4359;2010-04-26 03:01:50.233;226530;16550;1
4368;2010-04-26 03:01:50.407;227172;59968;1
4369;2010-04-26 03:01:50.407;227172;16991;1
4370;2010-04-26 03:01:50.407;227172;227662;1
4371;2010-04-26 03:01:50.407;227172;55574;1
4372;2010-04-26 03:01:50.437;227249;227143;1
4373;2010-04-26 03:01:50.453;227340;2525;1
4374;2010-04-26 03:01:50.453;227340;31882;1
4375;2010-04-26 03:01:50.453;227340;12075;1
4376;2010-04-26 03:01:50.453;227340;71146;1
4377;2010-04-26 03:01:50.467;227401;155022;1
4378;2010-04-26 03:01:50.467;227401;51540;1
4384;2010-04-26 03:01:50.513;227530;121000;1
4386;2010-04-26 03:01:50.530;227566;155780;1
4390;2010-04-26 03:01:50.593;227790;184643;1
4391;2010-04-26 03:01:50.607;227809;391523;1
4392;2010-04-26 03:01:50.607;227856;169450;1
4393;2010-04-26 03:01:50.640;227950;225471;1
4394;2010-04-26 03:01:50.640;227968;56905;1
4398;2010-04-26 03:01:50.670;228069;18557;1
4399;2010-04-26 03:01:50.717;228220;154708;1
4400;2010-04-26 03:01:50.717;228221;39576;1
4403;2010-04-26 03:01:50.763;228394;403;1
4404;2010-04-26 03:01:50.763;228436;61012;1
4405;2010-04-26 03:01:50.780;228462;18557;1
4406;2010-04-26 03:01:50.797;228523;223832;1
4407;2010-04-26 03:01:50.810;228577;116684;1
4408;2010-04-26 03:01:50.827;228590;228164;1
4409;2010-04-26 03:01:50.827;228590;1967548;1
4410;2010-04-26 03:01:50.827;228605;174418;1
4411;2010-04-26 03:01:50.827;228614;153994;1
4412;2010-04-26 03:01:50.843;228642;150375;1
4413;2010-04-26 03:01:50.857;228721;126955;1
4415;2010-04-26 03:01:50.890;228795;177506;1
4416;2010-04-26 03:01:50.890;228796;207889;1
4417;2010-04-26 03:01:50.903;228849;218450;1
4419;2010-04-26 03:01:50.937;228953;234993;1
4420;2010-04-26 03:01:50.950;228989;148229;1
4424;2010-04-26 03:01:50.997;229112;214714;1
4426;2010-04-26 03:01:50.997;229137;220796;1
4427;2010-04-26 03:01:51.030;229201;220638;1
4429;2010-04-26 03:01:51.187;229248;33457;1
4432;2010-04-26 03:01:51.217;229362;158628;1
4433;2010-04-26 03:01:51.247;229433;120889;1
4434;2010-04-26 03:01:51.247;229441;119548;1
4435;2010-04-26 03:01:51.263;229447;208666;1
4436;2010-04-26 03:01:51.263;229468;166550;1
4437;2010-04-26 03:01:51.280;229569;115493;1
4440;2010-04-26 03:01:51.310;229627;988872;1
4441;2010-04-26 03:01:51.310;229632;70842;1
4443;2010-04-26 03:01:51.327;229664;100543;1
4444;2010-04-26 03:01:51.340;229699;218161;1
4446;2010-04-26 03:01:51.357;229765;229447;1
4448;2010-04-26 03:01:51.373;229784;18557;1
4450;2010-04-26 03:01:51.387;229876;116519;1
4451;2010-04-26 03:01:51.403;229959;227225;1
4453;2010-04-26 03:01:51.420;230006;159038;1
4456;2010-04-26 03:01:51.433;230025;159523;1
4457;2010-04-26 03:01:51.433;230065;43758;1
4458;2010-04-26 03:01:51.450;230094;59075;1
4463;2010-04-26 03:01:51.527;230351;159087;1
4464;2010-04-26 03:01:51.527;230351;224576;1
4465;2010-04-26 03:01:51.543;230409;222442;1
4466;2010-04-26 03:01:51.543;230409;224830;1
4468;2010-04-26 03:01:51.577;230467;230304;1
4469;2010-04-26 03:01:51.607;230595;204603;1
4473;2010-04-26 03:01:51.717;231020;13988;1
4475;2010-04-26 03:01:51.747;231098;224059;1
4476;2010-04-26 03:01:51.747;231121;215470;1
4477;2010-04-26 03:01:51.763;231146;62340;1
4478;2010-04-26 03:01:51.763;231159;182600;1
4479;2010-04-26 03:01:51.777;231214;178398;1
4480;2010-04-26 03:01:51.810;231250;23930;1
4481;2010-04-26 03:01:51.823;231325;881355;1
4482;2010-04-26 03:01:51.840;231355;230510;1
4484;2010-04-26 03:01:51.870;231436;177293;1
4488;2010-04-26 03:01:51.917;231688;227991;1
4491;2010-04-26 03:01:51.967;231885;164496;1
4492;2010-04-26 03:01:51.980;231903;163385;1
4493;2010-04-26 03:01:51.980;231924;206154;1
4494;2010-04-26 03:01:51.997;231967;228553;1
4498;2010-04-26 03:01:52.027;232083;140312;1
4499;2010-04-26 03:01:52.027;232141;230668;1
4502;2010-04-26 03:01:52.090;232357;232332;1
4506;2010-04-26 03:01:52.120;232489;147938;1
4507;2010-04-26 03:01:52.137;232511;232508;1
4510;2010-04-26 03:01:52.213;232814;232785;1
4512;2010-04-26 03:01:52.260;233013;198577;1
4513;2010-04-26 03:01:52.277;233041;154369;1
4518;2010-04-26 03:01:52.357;233346;56388;1
4519;2010-04-26 03:01:52.357;233360;164170;1
4523;2010-04-26 03:01:52.417;233633;113755;1
4524;2010-04-26 03:01:52.433;233636;30474;1
4525;2010-04-26 03:01:52.433;233648;128434;1
4528;2010-04-26 03:01:52.450;233691;72125;1
4537;2010-04-26 03:01:52.590;234091;187006;1
4538;2010-04-26 03:01:52.603;234234;192021;1
4539;2010-04-26 03:01:52.620;234253;197835;1
4540;2010-04-26 03:01:52.650;234312;8440;1
4541;2010-04-26 03:01:52.650;234328;234276;1
4542;2010-04-26 03:01:52.650;234328;190612;1
4543;2010-04-26 03:01:52.650;234328;117561;1
4545;2010-04-26 03:01:52.697;234526;1191811;1
4547;2010-04-26 03:01:52.713;234600;195321;1
4548;2010-04-26 03:01:52.747;234721;128434;1
4549;2010-04-26 03:01:52.760;234726;617253;1
4555;2010-04-26 03:01:52.793;234871;232500;1
4556;2010-04-26 03:01:52.823;234956;234906;1
4557;2010-04-26 03:01:52.840;234976;97312;1
4558;2010-04-26 03:01:52.870;235127;85500;1
4559;2010-04-26 03:01:52.900;235236;201768;1
4560;2010-04-26 03:01:52.900;235240;204814;1
4561;2010-04-26 03:01:52.900;235250;87696;1
4563;2010-04-26 03:01:52.933;235310;37425;1
4564;2010-04-26 03:01:52.933;235345;229131;1
4565;2010-04-26 03:01:52.963;235386;85726;1
4566;2010-04-26 03:01:52.963;235386;235664;1
4569;2010-04-26 03:01:52.980;235455;304258;1
4570;2010-04-26 03:01:52.993;235515;112866;1
4571;2010-04-26 03:01:52.993;235515;69923;1
4572;2010-04-26 03:01:53.027;235650;111605;1
4573;2010-04-26 03:01:53.040;235664;235386;1
4575;2010-04-26 03:01:53.087;235889;454294;1
4578;2010-04-26 03:01:53.197;236107;119238;1
4580;2010-04-26 03:01:53.277;236211;56867;1
4581;2010-04-26 03:01:53.290;236236;152770;1
4583;2010-04-26 03:01:53.323;236376;1003177;1
4585;2010-04-26 03:01:53.353;236436;236354;1
4586;2010-04-26 03:01:53.353;236466;214092;1
4587;2010-04-26 03:01:53.370;236517;84209;1
4588;2010-04-26 03:01:53.383;236635;214452;1
4593;2010-04-26 03:01:53.430;236744;184025;1
4594;2010-04-26 03:01:53.447;236865;236407;1
4595;2010-04-26 03:01:53.463;236972;19746;1
4596;2010-04-26 03:01:53.477;237042;236733;1
4598;2010-04-26 03:01:53.510;237128;83983;1
4600;2010-04-26 03:01:53.540;237209;215542;1
4603;2010-04-26 03:01:53.573;237285;231318;1
4604;2010-04-26 03:01:53.587;237291;129257;1
4605;2010-04-26 03:01:53.587;237291;8607;1
4606;2010-04-26 03:01:53.587;237291;190402;1
4607;2010-04-26 03:01:53.603;237342;236733;1
4611;2010-04-26 03:01:53.633;237452;218507;1
4612;2010-04-26 03:01:53.633;237452;108;1
4614;2010-04-26 03:01:53.650;237542;228783;1
4615;2010-04-26 03:01:53.680;237716;199677;1
4618;2010-04-26 03:01:53.727;237946;212634;1
4619;2010-04-26 03:01:53.743;237978;61278;1
4620;2010-04-26 03:01:53.743;238008;61278;1
4621;2010-04-26 03:01:53.743;238008;181693;1
4629;2010-04-26 03:01:53.820;238223;92438;1
4631;2010-04-26 03:01:53.917;238540;15376;1
4632;2010-04-26 03:01:53.917;238540;149873;1
4633;2010-04-26 03:01:53.917;238540;149746;1
4634;2010-04-26 03:01:53.917;238540;212553;1
4635;2010-04-26 03:01:53.917;238540;33643;1
4641;2010-04-26 03:01:53.977;238687;234411;1
4642;2010-04-26 03:01:54.023;238878;238684;1
4643;2010-04-26 03:01:54.023;238898;189640;1
4644;2010-04-26 03:01:54.057;239002;120858;1
4645;2010-04-26 03:01:54.087;239062;404607;1
4646;2010-04-26 03:01:54.087;239062;214836;1
4648;2010-04-26 03:01:54.087;239082;32710;1
4649;2010-04-26 03:01:54.087;239082;148068;1
4650;2010-04-26 03:01:54.103;239127;56867;1
4651;2010-04-26 03:01:54.133;239232;224078;1
4652;2010-04-26 03:01:54.150;239278;233026;1
4653;2010-04-26 03:01:54.150;239300;212577;1
4655;2010-04-26 03:01:54.197;239443;236668;1
4657;2010-04-26 03:01:54.210;239494;214809;1
4658;2010-04-26 03:01:54.243;239560;564;1
4659;2010-04-26 03:01:54.243;239615;188389;1
4660;2010-04-26 03:01:54.257;239626;78756;1
4661;2010-04-26 03:01:54.257;239626;229762;1
4662;2010-04-26 03:01:54.257;239628;242504;1
4663;2010-04-26 03:01:54.273;239685;204860;1
4664;2010-04-26 03:01:54.273;239697;222070;1
4666;2010-04-26 03:01:54.290;239742;926266;1
4667;2010-04-26 03:01:54.320;239816;165446;1
4668;2010-04-26 03:01:54.320;239832;113696;1
4669;2010-04-26 03:01:54.320;239863;16860;1
4670;2010-04-26 03:01:54.337;239883;93361;1
4671;2010-04-26 03:01:54.353;239912;141449;1
4676;2010-04-26 03:01:54.367;240012;239909;1
4677;2010-04-26 03:01:54.367;240012;453218;1
4679;2010-04-26 03:01:54.400;240047;52898;1
4680;2010-04-26 03:01:54.400;240061;204823;1
4681;2010-04-26 03:01:54.400;240063;110379;1
4682;2010-04-26 03:01:54.413;240080;118031;1
4683;2010-04-26 03:01:54.413;240090;13;1
4684;2010-04-26 03:01:54.413;240090;24797;1
4685;2010-04-26 03:01:54.430;240152;56867;1
4686;2010-04-26 03:01:54.447;240212;184537;1
4689;2010-04-26 03:01:54.460;240283;7551;1
4690;2010-04-26 03:01:54.477;240320;94011;1
4691;2010-04-26 03:01:54.493;240341;202243;1
4692;2010-04-26 03:01:54.493;240373;345414;1
4693;2010-04-26 03:01:54.507;240388;1437281;1
4697;2010-04-26 03:01:54.540;240473;204184;1
4699;2010-04-26 03:01:54.570;240592;194101;1
4705;2010-04-26 03:01:54.587;240638;237908;1
4706;2010-04-26 03:01:54.617;240777;189392;1
4708;2010-04-26 03:01:54.633;240874;180601;1
4709;2010-04-26 03:01:54.633;240886;308;1
4713;2010-04-26 03:01:54.680;241063;1115822;1
4726;2010-04-26 03:01:54.803;241422;205374;1
4727;2010-04-26 03:01:54.820;241479;168802;1
4729;2010-04-26 03:01:54.867;241727;196684;1
4730;2010-04-26 03:01:54.883;241813;230253;1
4733;2010-04-26 03:01:54.930;241899;186631;1
4734;2010-04-26 03:01:54.930;241936;45408;1
4737;2010-04-26 03:01:54.977;242073;18932;1
4739;2010-04-26 03:01:54.990;242149;763656;1
4740;2010-04-26 03:01:54.990;242149;178045;1
4742;2010-04-26 03:01:55.007;242225;213757;1
4747;2010-04-26 03:01:55.037;242295;110175;1
4748;2010-04-26 03:01:55.037;242295;16248;1
4750;2010-04-26 03:01:55.037;242318;55517;1
4752;2010-04-26 03:01:55.053;242339;195835;1
4753;2010-04-26 03:01:55.100;242529;206943;1
4761;2010-04-26 03:01:55.210;242875;189831;1
4766;2010-04-26 03:01:55.287;243068;238217;1
4768;2010-04-26 03:01:55.320;243178;242882;1
4769;2010-04-26 03:01:55.320;243178;1304;1
4770;2010-04-26 03:01:55.320;243200;61401;1
4776;2010-04-26 03:01:55.380;243365;243082;1
4779;2010-04-26 03:01:55.397;243387;176658;1
4780;2010-04-26 03:01:55.397;243387;565965;1
4781;2010-04-26 03:01:55.443;243547;93455;1
4787;2010-04-26 03:01:55.490;243699;162099;1
4789;2010-04-26 03:01:55.537;243858;228069;1
4790;2010-04-26 03:01:55.553;243878;243900;1
4791;2010-04-26 03:01:55.553;243886;243852;1
4792;2010-04-26 03:01:55.570;243918;175056;1
4795;2010-04-26 03:01:55.710;244380;194013;1
4797;2010-04-26 03:01:55.770;244522;149338;1
4798;2010-04-26 03:01:55.787;244591;142003;1
4800;2010-04-26 03:01:55.833;244810;101242;1
4803;2010-04-26 03:01:55.897;244959;230270;1
4806;2010-04-26 03:01:55.973;245251;139261;1
4808;2010-04-26 03:01:55.990;245318;244302;1
4809;2010-04-26 03:01:55.990;245318;252355;1
4810;2010-04-26 03:01:55.990;245337;223355;1
4812;2010-04-26 03:01:56.020;245429;250438;1
4813;2010-04-26 03:01:56.053;245528;76438;1
4814;2010-04-26 03:01:56.067;245614;238978;1
4819;2010-04-26 03:01:56.130;245747;181909;1
4820;2010-04-26 03:01:56.130;245765;152024;1
4821;2010-04-26 03:01:56.130;245792;102535;1
4822;2010-04-26 03:01:56.147;245800;60109;1
4824;2010-04-26 03:01:56.177;245931;260757;1
4825;2010-04-26 03:01:56.177;245944;9388;1
4828;2010-04-26 03:01:56.207;246058;192980;1
4831;2010-04-26 03:01:56.303;246315;17434;1
4832;2010-04-26 03:01:56.303;246316;103532;1
4833;2010-04-26 03:01:56.317;246319;20327;1
4834;2010-04-26 03:01:56.317;246342;42633;1
4835;2010-04-26 03:01:56.317;246342;232859;1
4836;2010-04-26 03:01:56.333;246400;234785;1
4837;2010-04-26 03:01:56.350;246401;418318;1
4841;2010-04-26 03:01:56.397;246520;132277;1
4842;2010-04-26 03:01:56.410;246540;262742;1
4843;2010-04-26 03:01:56.410;246540;956361;1
4844;2010-04-26 03:01:56.410;246546;70124;1
4845;2010-04-26 03:01:56.410;246546;68100;1
4847;2010-04-26 03:01:56.427;246581;2253;1
4848;2010-04-26 03:01:56.427;246581;76499;1
4849;2010-04-26 03:01:56.427;246583;15376;1
4850;2010-04-26 03:01:56.443;246605;246575;1
4851;2010-04-26 03:01:56.473;246671;8952;1
4852;2010-04-26 03:01:56.520;246822;111460;1
4853;2010-04-26 03:01:56.537;246886;106765;1
4854;2010-04-26 03:01:56.537;246905;161873;1
4855;2010-04-26 03:01:56.550;246951;204212;1
4864;2010-04-26 03:01:56.677;247312;32282;1
4865;2010-04-26 03:01:56.693;247369;232986;1
4866;2010-04-26 03:01:56.723;247455;94011;1
4871;2010-04-26 03:01:56.770;247663;42962;1
4872;2010-04-26 03:01:56.800;247743;213309;1
4873;2010-04-26 03:01:56.800;247743;191429;1
4874;2010-04-26 03:01:56.800;247743;93274;1
4875;2010-04-26 03:01:56.800;247769;85272;1
4876;2010-04-26 03:01:56.833;247833;158706;1
4878;2010-04-26 03:01:56.863;247972;136672;1
4879;2010-04-26 03:01:56.880;248005;247389;1
4880;2010-04-26 03:01:56.893;248035;44376;1
4882;2010-04-26 03:01:56.910;248104;204345;1
4885;2010-04-26 03:01:56.973;248296;18557;1
4887;2010-04-26 03:01:56.973;248305;327718;1
4888;2010-04-26 03:01:56.987;248340;577782;1
4891;2010-04-26 03:01:57.067;248664;248182;1
4892;2010-04-26 03:01:57.083;248668;125171;1
4893;2010-04-26 03:01:57.083;248692;91703;1
4896;2010-04-26 03:01:57.113;248753;248683;1
4897;2010-04-26 03:01:57.130;248824;78696;1
4898;2010-04-26 03:01:57.143;248883;215316;1
4901;2010-04-26 03:01:57.207;249021;247800;1
4902;2010-04-26 03:01:57.207;249064;202337;1
4911;2010-04-26 03:01:57.300;249346;13362;1
4912;2010-04-26 03:01:57.317;249350;252644;1
4913;2010-04-26 03:01:57.330;249470;121988;1
4917;2010-04-26 03:01:57.377;249612;220896;1
4918;2010-04-26 03:01:57.377;249612;230171;1
4919;2010-04-26 03:01:57.393;249632;3255;1
4920;2010-04-26 03:01:57.410;249663;3553;1
4924;2010-04-26 03:01:57.473;249827;16167;1
4925;2010-04-26 03:01:57.487;249906;67097;1
4934;2010-04-26 03:01:57.597;250284;20981;1
4935;2010-04-26 03:01:57.613;250355;105400;1
4936;2010-04-26 03:01:57.627;250369;252683;1
4941;2010-04-26 03:01:57.660;250423;14967;1
4942;2010-04-26 03:01:57.660;250425;18557;1
4944;2010-04-26 03:01:57.673;250451;21288;1
4945;2010-04-26 03:01:57.673;250451;148908;1
4947;2010-04-26 03:01:57.673;250469;249281;1
4951;2010-04-26 03:01:57.707;250536;4052;1
4955;2010-04-26 03:01:57.753;250616;217618;1
4961;2010-04-26 03:01:57.863;250969;109462;1
4966;2010-04-26 03:01:57.877;250992;184653;1
4968;2010-04-26 03:01:57.923;251030;226206;1
4970;2010-04-26 03:01:58.017;251189;667319;1
4972;2010-04-26 03:01:58.050;251297;81338;1
4973;2010-04-26 03:01:58.080;251391;46909;1
4974;2010-04-26 03:01:58.097;251439;116797;1
4977;2010-04-26 03:01:58.127;251467;93954;1
4978;2010-04-26 03:01:58.127;251479;160233;1
4980;2010-04-26 03:01:58.143;251584;203090;1
4982;2010-04-26 03:01:58.173;251640;204653;1
4983;2010-04-26 03:01:58.190;251724;33242;1
4984;2010-04-26 03:01:58.220;251814;247209;1
4985;2010-04-26 03:01:58.237;251861;174796;1
4986;2010-04-26 03:01:58.237;251885;54585;1
4987;2010-04-26 03:01:58.237;251885;92859;1
4988;2010-04-26 03:01:58.267;251961;59945;1
4990;2010-04-26 03:01:58.377;252230;59880;1
4991;2010-04-26 03:01:58.377;252230;15142;1
4992;2010-04-26 03:01:58.377;252230;228175;1
4995;2010-04-26 03:01:58.453;252506;129133;1
4996;2010-04-26 03:01:58.470;252528;25921;1
4997;2010-04-26 03:01:58.487;252597;27407;1
4998;2010-04-26 03:01:58.500;252644;252552;1
5001;2010-04-26 03:01:58.533;252689;118528;1
5003;2010-04-26 03:01:58.563;252848;246422;1
5004;2010-04-26 03:01:58.610;252972;173;1
5005;2010-04-26 03:01:58.610;252972;1607;1
5006;2010-04-26 03:01:58.610;252972;6371;1
5007;2010-04-26 03:01:58.610;252972;190160;1
5008;2010-04-26 03:01:58.627;253002;1566934;1
5009;2010-04-26 03:01:58.643;253075;204765;1
5011;2010-04-26 03:01:58.673;253143;241269;1
5012;2010-04-26 03:01:58.673;253143;14303;1
5013;2010-04-26 03:01:58.690;253179;5600;1
5014;2010-04-26 03:01:58.690;253196;82788;1
5017;2010-04-26 03:01:58.703;253212;620892;1
5018;2010-04-26 03:01:58.720;253251;134188;1
5019;2010-04-26 03:01:58.737;253338;51088;1
5020;2010-04-26 03:01:58.737;253372;349605;1
5022;2010-04-26 03:01:58.767;253401;253378;1
5024;2010-04-26 03:01:58.783;253468;158219;1
5027;2010-04-26 03:01:58.830;253587;170751;1
5028;2010-04-26 03:01:58.830;253614;905052;1
5029;2010-04-26 03:01:58.843;253616;253522;1
5030;2010-04-26 03:01:58.843;253642;94316;1
5031;2010-04-26 03:01:58.843;253642;254419;1
5037;2010-04-26 03:01:58.923;253881;247090;1
5038;2010-04-26 03:01:58.937;253914;223283;1
5040;2010-04-26 03:01:58.970;254013;250468;1
5041;2010-04-26 03:01:58.970;254022;100854;1
5042;2010-04-26 03:01:58.987;254057;178532;1
5043;2010-04-26 03:01:59.000;254071;10819;1
5044;2010-04-26 03:01:59.000;254071;40456;1
5045;2010-04-26 03:01:59.017;254132;252819;1
5049;2010-04-26 03:01:59.033;254184;181214;1
5050;2010-04-26 03:01:59.063;254251;159600;1
5051;2010-04-26 03:01:59.063;254260;252267;1
5052;2010-04-26 03:01:59.080;254265;169342;1
5059;2010-04-26 03:01:59.203;254732;251696;1
5065;2010-04-26 03:01:59.280;254976;2155;1
5066;2010-04-26 03:01:59.280;254980;199518;1
5072;2010-04-26 03:01:59.360;255276;209086;1
5073;2010-04-26 03:01:59.377;255370;133234;1
5075;2010-04-26 03:01:59.390;255419;252799;1
5076;2010-04-26 03:01:59.390;255419;154089;1
5077;2010-04-26 03:01:59.407;255448;125911;1
5082;2010-04-26 03:01:59.470;255584;11;1
5085;2010-04-26 03:01:59.517;255715;66677;1
5086;2010-04-26 03:01:59.517;255715;203453;1
5092;2010-04-26 03:01:59.577;255845;99688;1
5095;2010-04-26 03:01:59.593;255864;255797;1
5097;2010-04-26 03:01:59.640;255976;165905;1
5098;2010-04-26 03:01:59.657;256038;61278;1
5099;2010-04-26 03:01:59.657;256039;321618;1
5101;2010-04-26 03:01:59.670;256065;32458;1
5102;2010-04-26 03:01:59.670;256065;636353;1
5103;2010-04-26 03:01:59.670;256093;206689;1
5104;2010-04-26 03:01:59.670;256109;289909;1
5105;2010-04-26 03:01:59.733;256318;58640;1
