Id;AcceptedAnswerId;AnswerCount;ClosedDate;CommentCount;CommunityOwnedDate;CreationDate;FavoriteCount;LastActivityDate;LastEditDate;LastEditorDisplayName;LastEditorUserId;OwnerUserId;ParentId;PostTypeId;Score;Tags;Title;ViewCount
3026;0;0;NULL;0;NULL;2008-08-06 02:35:37.547;0;2013-02-06 06:03:19.483;2013-02-06 06:03:19.483;NULL;938024;453;3017;2;7;NULL;NULL;0
3027;0;5;NULL;1;NULL;2008-08-06 02:36:23.160;3;2013-01-09 05:40:10.370;2008-08-12 10:37:28.983;Jeff Atwood;1;439;0;1;16;<security><usability><captcha>;Is there an Unobtrusive Captcha for web forms?;1759
3029;0;0;NULL;2;NULL;2008-08-06 02:43:21.477;0;2013-02-06 06:04:37.833;2013-02-06 06:04:37.833;NULL;938024;234;3017;2;253;NULL;NULL;0
3030;0;0;NULL;1;2014-03-11 09:47:20.470;2008-08-06 02:44:53.317;0;2008-08-06 02:44:53.317;NULL;NULL;0;369;3021;2;7;NULL;NULL;0
3032;0;0;NULL;3;NULL;2008-08-06 02:52:02.910;0;2008-08-06 02:52:02.910;NULL;NULL;0;392;3017;2;48;NULL;NULL;0
3033;3360;9;NULL;0;NULL;2008-08-06 02:53:13.033;24;2015-12-05 23:00:21.943;2008-12-03 04:11:28.983;brian d foy;2766176;219;0;1;87;<perl><hash><iteration><each>;What's the safest way to iterate through the keys of a Perl hash?;93886
3035;0;0;NULL;2;2014-03-11 09:47:20.470;2008-08-06 02:54:58.850;0;2016-02-07 14:18:11.333;2016-02-07 14:18:11.333;Jeff Atwood;2921691;358;3021;2;28;NULL;NULL;0
3037;0;0;NULL;0;2014-03-11 09:47:20.470;2008-08-06 03:00:16.547;0;2008-08-06 03:00:16.547;NULL;NULL;0;431;3021;2;0;NULL;NULL;0
3040;0;0;NULL;0;NULL;2008-08-06 03:01:23.890;0;2008-08-06 03:01:23.890;NULL;NULL;0;457;469;2;20;NULL;NULL;0
3042;0;0;NULL;0;2014-03-11 09:47:20.470;2008-08-06 03:12:15.507;0;2008-08-06 03:12:15.507;NULL;NULL;0;216;3021;2;5;NULL;NULL;0
3043;0;0;NULL;0;2014-03-11 09:47:20.470;2008-08-06 03:12:38.190;0;2016-11-20 00:23:09.927;2016-11-20 00:23:09.927;Mark Harrison;6392939;116;3021;2;5;NULL;NULL;0
3044;0;0;NULL;0;2014-03-11 09:47:20.470;2008-08-06 03:13:35.817;0;2008-12-25 01:26:45.167;NULL;NULL;0;40;3021;2;0;NULL;NULL;0
3045;3053;2;NULL;0;NULL;2008-08-06 03:14:59.933;0;2012-05-01 15:32:25.707;2012-05-01 15:32:25.707;Mark Biek;123743;271;0;1;11;<office-2007><office-2003>;Linking two Office documents;228
3049;3054;11;NULL;0;NULL;2008-08-06 03:19:19.470;5;2016-01-28 18:00:18.230;NULL;NULL;0;462;0;1;42;<java><c++><windows><unix>;How do I configure and communicate with a serial port?;11393
3050;0;0;NULL;0;2014-03-11 09:47:20.470;2008-08-06 03:19:31.920;0;2016-02-07 14:19:38.380;2016-02-07 14:19:38.380;Blorgbeard;2921691;369;3021;2;1;NULL;NULL;0
3052;0;0;NULL;0;NULL;2008-08-06 03:19:56.147;0;2008-08-06 03:19:56.147;NULL;NULL;0;285;3027;2;5;NULL;NULL;0
3053;0;0;NULL;0;NULL;2008-08-06 03:25:25.917;0;2008-08-06 03:25:25.917;NULL;NULL;0;431;3045;2;6;NULL;NULL;0
3054;0;0;NULL;0;NULL;2008-08-06 03:27:43.323;0;2016-01-28 17:59:11.807;2016-01-28 17:59:11.807;lbrandy;982161;2089740;3049;2;27;NULL;NULL;0
3055;0;0;NULL;0;NULL;2008-08-06 03:31:22.940;0;2008-08-06 03:31:22.940;NULL;NULL;0;116;2970;2;5;NULL;NULL;0
3056;0;0;NULL;0;2014-03-11 09:47:20.470;2008-08-06 03:32:35.730;0;2008-08-06 03:32:35.730;NULL;NULL;0;101;3021;2;3;NULL;NULL;0
3057;3062;7;NULL;0;NULL;2008-08-06 03:34:01.517;1;2017-05-02 20:04:35.827;2017-05-02 20:04:35.827;Gaius;4490559;58;0;1;18;<performance><oop><maintainability><procedural><interpreted-language>;Speed Comparisons - Procedural vs. OO in interpreted languages;6509
3058;3140;31;NULL;7;NULL;2008-08-06 03:35:27.380;628;2018-05-13 05:53:49.983;2018-05-13 05:53:49.983;NULL;116;358;0;1;1443;<oop><design-patterns><inversion-of-control>;What is Inversion of Control?;373975
3059;0;0;NULL;0;NULL;2008-08-06 03:35:31.327;0;2008-08-06 03:42:09.830;2008-08-06 03:42:09.830;Mark Harrison;116;116;3057;2;5;NULL;NULL;0
3060;0;0;NULL;0;NULL;2008-08-06 03:35:50.093;0;2008-08-06 03:35:50.093;NULL;NULL;0;429;3049;2;3;NULL;NULL;0
3061;3071;10;NULL;0;NULL;2008-08-06 03:36:08.627;353;2017-12-31 03:23:35.747;2017-12-31 03:23:35.747;NULL;4975218;121;0;1;1209;<python>;Calling a function of a module by using its name (a string);488156
3062;0;0;NULL;3;NULL;2008-08-06 03:36:28.267;0;2008-08-06 03:36:28.267;NULL;NULL;0;2089740;3057;2;17;NULL;NULL;0
3066;0;0;NULL;0;NULL;2008-08-06 03:43:58.563;0;2008-10-12 12:29:16.020;2008-10-12 12:29:16.020;brian d foy;2766176;430;3033;2;4;NULL;NULL;0
3067;0;9;NULL;0;NULL;2008-08-06 03:44:41.197;0;2015-08-20 22:14:18.063;2012-04-01 10:02:38.760;Vaibhav;1219121;291;0;1;19;<visual-studio><plugins>;"Plugin for Visual Studio to Mimic Eclipse's ""Open Type"" or ""Open Resource"" Keyboard Access";7071
3068;0;0;NULL;0;NULL;2008-08-06 03:49:20.940;0;2008-08-06 03:49:20.940;NULL;NULL;0;92;3057;2;2;NULL;NULL;0
3071;0;0;NULL;16;NULL;2008-08-06 03:57:16.820;0;2017-02-22 18:10:17.887;2017-02-22 18:10:17.887;NULL;68707;363;3061;2;1468;NULL;NULL;0
3072;0;0;NULL;0;NULL;2008-08-06 04:04:16.353;0;2008-08-06 04:04:16.353;NULL;NULL;0;153;3033;2;4;NULL;NULL;0
3073;0;0;NULL;1;NULL;2008-08-06 04:10:52.080;0;2008-08-06 04:10:52.080;2017-05-23 11:54:36.703;NULL;-1;457;1598;2;1;NULL;NULL;0
3074;0;0;NULL;0;NULL;2008-08-06 04:14:42.433;0;2008-08-06 04:14:42.433;NULL;NULL;0;404;2913;2;3;NULL;NULL;0
3075;3084;6;NULL;0;NULL;2008-08-06 04:20:41.920;0;2015-12-15 05:58:39.890;2015-12-15 05:58:39.890;NULL;2833965;404;0;1;11;<ajax><sharepoint>;Can ASP.NET AJAX partial rendering work inside a SharePoint 2007 application page?;1340
3078;0;0;NULL;2;NULL;2008-08-06 04:25:02.490;0;2009-08-07 19:07:44.883;2009-08-07 19:07:44.883;NULL;328;328;2804;2;6;NULL;NULL;0
3079;0;0;NULL;1;NULL;2008-08-06 04:27:52.373;0;2008-08-06 04:27:52.373;NULL;NULL;0;430;1276;2;9;NULL;NULL;0
3082;0;0;NULL;2;NULL;2008-08-06 04:33:19.727;0;2008-08-06 04:33:19.727;NULL;NULL;0;457;3058;2;56;NULL;NULL;0
3084;0;0;NULL;0;NULL;2008-08-06 04:43:31.267;0;2008-08-06 04:47:19.887;2008-08-06 04:47:19.887;secretGeek;49;49;3075;2;2;NULL;NULL;0
3088;0;86;2011-09-14 17:54:00.613;3;2008-09-03 05:10:42.210;2008-08-06 05:01:16.677;547;2012-08-04 01:54:34.093;2011-11-24 11:03:40.387;epatel;447356;92;0;1;325;<python><language-agnostic>;Best ways to teach a beginner to program?;128076
3090;0;0;NULL;0;NULL;2008-08-06 05:04:57.353;0;2008-08-06 05:04:57.353;NULL;NULL;0;342;3049;2;3;NULL;NULL;0
3091;0;0;NULL;0;NULL;2008-08-06 05:06:57.723;0;2008-08-06 05:06:57.723;NULL;NULL;0;342;3067;2;2;NULL;NULL;0
3092;0;0;NULL;1;2008-09-19 11:43:53.757;2008-08-06 05:08:37.020;0;2008-08-06 05:08:37.020;NULL;NULL;0;430;3088;2;4;NULL;NULL;0
3093;0;0;NULL;3;2014-03-11 09:47:20.470;2008-08-06 05:09:44.770;0;2016-12-26 01:59:29.493;2016-12-26 01:59:29.493;Peter Burns;1108891;101;3021;2;86;NULL;NULL;0
3095;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 05:13:15.763;0;2008-08-06 05:13:15.763;NULL;NULL;0;423;3088;2;2;NULL;NULL;0
3097;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 05:16:25.757;0;2008-08-06 05:16:25.757;NULL;NULL;0;122;3088;2;0;NULL;NULL;0
3099;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 05:18:46.657;0;2008-08-06 05:18:46.657;NULL;NULL;0;340;3088;2;2;NULL;NULL;0
3100;0;0;NULL;0;NULL;2008-08-06 05:20:11.037;0;2008-08-06 05:20:11.037;2017-05-23 11:47:31.583;NULL;-1;101;3058;2;14;NULL;NULL;0
3105;0;0;NULL;1;2008-09-19 11:43:53.757;2008-08-06 05:29:49.240;0;2008-08-06 10:03:57.593;2008-08-06 10:03:57.593;Jason Pratt;99;99;3088;2;30;NULL;NULL;0
3106;3119;4;NULL;0;NULL;2008-08-06 05:36:49.770;2;2014-01-14 10:43:08.033;2008-11-03 13:09:51.300;chills42;23855;327;0;1;17;<windows><visual-studio><mono><cross-platform>;How can I create Debian install packages in Windows for a Visual Studio project?;3262
3107;0;0;NULL;0;NULL;2008-08-06 05:37:33.607;0;2008-08-06 05:37:33.607;NULL;NULL;0;101;1171;2;3;NULL;NULL;0
3108;0;0;NULL;11;NULL;2008-08-06 05:42:36.233;0;2012-09-26 18:00:19.420;2012-09-26 18:00:19.420;NULL;1341006;116;3058;2;499;NULL;NULL;0
3109;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 05:47:05.553;0;2008-08-15 21:56:22.170;2017-05-23 11:54:50.000;Justin Standard;-1;116;3088;2;15;NULL;NULL;0
3111;0;0;NULL;0;NULL;2008-08-06 05:49:40.900;0;2008-08-06 05:49:40.900;NULL;NULL;0;423;2639;2;1;NULL;NULL;0
3112;3134;6;NULL;1;NULL;2008-08-06 05:56:00.933;0;2017-04-21 15:03:26.520;2008-09-09 23:13:45.940;NULL;-1;219;0;1;26;<perl><arrays><reference><scalar>;Can you force either a scalar or array ref to be an array in Perl?;11992
3115;0;0;NULL;0;2010-07-22 04:31:27.977;2008-08-06 05:57:24.270;0;2012-07-12 18:15:19.227;2012-07-12 18:15:19.227;NULL;63550;358;2861;2;4;NULL;NULL;0
3117;0;0;NULL;4;2008-09-19 11:43:53.757;2008-08-06 06:00:28.740;0;2009-04-07 13:34:20.257;2009-04-07 13:34:20.257;superjoe30;35070;100;3088;2;118;NULL;NULL;0
3119;0;0;NULL;0;NULL;2008-08-06 06:06:45.607;0;2008-08-06 06:06:45.607;NULL;NULL;0;91;3106;2;4;NULL;NULL;0
3120;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 06:07:51.003;0;2008-08-06 07:32:14.000;2008-08-06 07:32:14.000;sparkes;269;269;3088;2;2;NULL;NULL;0
3122;0;0;NULL;0;NULL;2008-08-06 06:11:31.573;0;2015-08-20 22:14:18.063;2015-08-20 22:14:18.063;NULL;7226;372;3067;2;2;NULL;NULL;0
3125;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 06:20:28.077;0;2008-08-06 06:20:28.077;NULL;NULL;0;372;3088;2;0;NULL;NULL;0
3126;0;0;NULL;0;NULL;2008-08-06 06:22:23.080;0;2008-10-12 12:29:45.943;2008-10-12 12:29:45.943;brian d foy;2766176;86;3112;2;0;NULL;NULL;0
3128;0;0;NULL;0;NULL;2008-08-06 06:27:19.450;0;2008-08-06 06:27:19.450;NULL;NULL;0;232;805;2;1;NULL;NULL;0
3129;0;0;NULL;0;NULL;2008-08-06 06:39:12.173;0;2008-08-09 05:20:43.507;2008-08-09 05:20:43.507;Matt Dawdy;232;232;2780;2;2;NULL;NULL;0
3130;0;0;NULL;0;NULL;2008-08-06 06:44:32.600;0;2010-09-13 16:57:04.300;2010-09-13 16:57:04.300;NULL;95;95;2775;2;27;NULL;NULL;0
3134;0;0;NULL;0;NULL;2008-08-06 07:13:16.753;0;2008-08-06 07:13:16.753;NULL;NULL;0;86;3112;2;26;NULL;NULL;0
3135;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 07:15:53.953;0;2008-08-06 07:15:53.953;NULL;NULL;0;278;3088;2;1;NULL;NULL;0
3136;3139;3;NULL;0;NULL;2008-08-06 07:16:16.373;0;2017-12-14 16:25:07.480;2017-12-14 16:25:07.480;Dylan Johnston;3266847;87;0;1;16;<cron><settings>;How to setup a crontab to execute at specific time;455
3139;0;0;NULL;0;NULL;2008-08-06 07:21:32.430;0;2008-08-06 07:21:32.430;NULL;NULL;0;91;3136;2;11;NULL;NULL;0
3140;0;0;NULL;33;NULL;2008-08-06 07:22:09.513;0;2017-07-15 17:05:59.407;2017-07-15 17:05:59.407;Mystere Man;1217854;373;3058;2;1151;NULL;NULL;0
3143;880219;4;NULL;0;NULL;2008-08-06 07:41:11.937;4;2010-02-11 17:21:40.647;2009-05-18 06:13:54.040;Scott Cowan;253;253;0;1;14;<mono><nant><teamcity><mbunit>;Using MBUnit in TeamCity;3281
3144;3146;3;2011-09-12 11:54:16.723;1;NULL;2008-08-06 07:42:33.947;5;2013-01-09 05:39:54.330;2013-01-09 05:39:54.330;NULL;1471203;475;0;1;16;<vb.net><diff>;'Best' Diff Algorithm;4716
3145;0;0;NULL;0;NULL;2008-08-06 07:43:29.500;0;2013-07-26 16:01:28.653;2013-07-26 16:01:28.653;Jeff Atwood;96780;86;3136;2;6;NULL;NULL;0
3146;0;0;NULL;1;NULL;2008-08-06 07:49:32.407;0;2008-08-06 08:00:17.203;2008-08-06 08:00:17.203;Jeff Atwood;1;445;3144;2;7;NULL;NULL;0
3147;0;6;NULL;0;NULL;2008-08-06 07:52:31.620;6;2015-06-27 06:05:28.533;2008-08-23 18:00:58.860;Chris Fournier;2134;380;0;1;39;<.net>;What are the best practices for using Extension Methods in .Net?;5446
3149;0;0;NULL;0;NULL;2008-08-06 07:52:42.180;0;2010-01-29 21:30:02.087;2010-01-29 21:30:02.087;Paul Celi;391;391;3144;2;3;NULL;NULL;0
3150;35963;12;NULL;3;NULL;2008-08-06 07:57:50.017;43;2017-05-22 00:07:17.390;2009-10-14 23:53:36.767;Chris Fournier;63550;370;0;1;89;<c++><visual-studio><unit-testing><testing>;How to set up unit testing for Visual Studio C++;58168
3151;0;0;NULL;0;NULL;2008-08-06 07:58:13.557;0;2008-08-06 07:58:13.557;NULL;NULL;0;341;3144;2;7;NULL;NULL;0
3152;0;0;NULL;1;NULL;2008-08-06 08:02:10.867;0;2008-08-06 08:02:10.867;NULL;NULL;0;51;3147;2;2;NULL;NULL;0
3154;0;0;NULL;5;NULL;2008-08-06 08:06:19.720;0;2010-02-24 08:08:00.913;2010-02-24 08:08:00.913;NULL;95;95;2775;2;16;NULL;NULL;0
3155;0;0;NULL;0;NULL;2008-08-06 08:08:20.557;0;2008-08-06 08:08:20.557;NULL;NULL;0;192;3147;2;3;NULL;NULL;0
3157;4449;3;NULL;0;NULL;2008-08-06 08:15:28.233;1;2013-01-09 05:34:41.623;2012-12-04 07:42:28.387;Jeff Atwood;1136709;476;0;1;20;<apache><.htaccess><mod-rewrite>;.htaccess directives to *not* redirect certain URLs;3225
3158;0;0;NULL;0;NULL;2008-08-06 08:15:53.960;0;2012-03-28 19:57:33.460;2012-03-28 19:57:33.460;NULL;122607;39;3067;2;2;NULL;NULL;0
3159;0;0;NULL;0;NULL;2008-08-06 08:19:29.677;0;2008-08-06 10:44:20.367;2008-08-06 10:44:20.383;Jeff Atwood;1;383;3157;2;1;NULL;NULL;0
3161;0;0;NULL;0;NULL;2008-08-06 08:26:56.667;0;2008-08-06 08:26:56.667;NULL;NULL;0;265;3157;2;1;NULL;NULL;0
3162;0;0;NULL;0;NULL;2008-08-06 08:28:14.620;0;2016-08-05 06:18:37.250;2016-08-05 06:18:37.250;NULL;342;342;3150;2;2;NULL;NULL;0
3163;10030;7;NULL;0;NULL;2008-08-06 08:33:53.097;1;2015-12-16 05:35:09.260;2015-12-16 05:35:09.260;NULL;1213296;22;0;1;21;<flex><actionscript-3>;Actionscript 3 - Fastest way to parse yyyy-mm-dd hh:mm:ss to a Date object?;30735
3164;3218;5;NULL;0;NULL;2008-08-06 08:34:13.983;19;2018-03-20 14:51:34.703;2018-03-20 14:51:34.703;NULL;5818897;192;0;1;60;<c#><asp.net><.net><path><mappath>;Absolute path back to web-relative path;53462
3178;0;0;NULL;3;NULL;2008-08-06 08:44:34.820;0;2008-08-06 09:23:44.960;2008-08-06 09:23:44.960;Yaakov Ellis;51;51;3164;2;2;NULL;NULL;0
3180;3188;7;2012-08-13 12:20:03.447;0;NULL;2008-08-06 08:47:45.423;9;2008-10-22 15:09:53.087;NULL;NULL;0;479;0;1;33;<fogbugz>;Anyone soloing using fogbugz?;5504
3185;0;0;NULL;1;NULL;2008-08-06 08:50:13.373;0;2008-08-06 08:50:13.373;NULL;NULL;0;383;3163;2;2;NULL;NULL;0
3188;0;0;NULL;0;NULL;2008-08-06 08:52:51.980;0;2008-10-22 15:09:53.087;2017-05-23 10:32:58.483;Michael Stum;-1;91;3180;2;35;NULL;NULL;0
3194;0;0;NULL;0;NULL;2008-08-06 09:00:31.483;0;2008-08-06 09:00:31.483;NULL;NULL;0;383;3163;2;1;NULL;NULL;0
3196;3197;3;NULL;0;NULL;2008-08-06 09:00:58.063;5;2014-01-16 10:20:09.653;2014-01-16 10:20:09.653;Jeff Atwood;1179699;230;0;1;20;<sql>;SQL query, count and group by;22584
3197;0;0;NULL;1;NULL;2008-08-06 09:02:36.907;0;2008-08-06 09:47:30.810;2008-08-06 09:47:30.810;GateKiller;383;383;3196;2;36;NULL;NULL;0
3200;0;0;NULL;0;NULL;2008-08-06 09:03:28.277;0;2012-01-07 00:53:09.897;2012-01-07 00:53:09.897;NULL;507519;143;2384;2;3;NULL;NULL;0
3203;0;0;NULL;0;2009-05-03 11:37:34.303;2008-08-06 09:08:45.553;0;2008-08-06 09:08:45.553;NULL;NULL;0;484;2898;2;2;NULL;NULL;0
3204;0;0;NULL;0;NULL;2008-08-06 09:09:22.620;0;2008-08-06 09:09:22.620;NULL;NULL;0;482;3027;2;4;NULL;NULL;0
3205;0;0;NULL;2;2009-05-03 11:37:34.303;2008-08-06 09:12:03.643;0;2008-08-06 09:12:03.643;NULL;NULL;0;482;2898;2;10;NULL;NULL;0
3207;0;0;NULL;2;NULL;2008-08-06 09:14:18.770;0;2008-08-06 09:14:18.770;NULL;NULL;0;383;3027;2;1;NULL;NULL;0
3211;0;0;NULL;0;2009-05-03 11:37:34.303;2008-08-06 09:17:08.423;0;2008-08-06 09:17:08.423;NULL;NULL;0;0;2898;2;2;NULL;NULL;0
3213;3267;12;NULL;3;NULL;2008-08-06 09:21:09.490;23;2017-11-20 13:17:06.760;2012-01-31 14:33:46.707;Gortok;4714;383;0;1;53;<c#><integer>;Convert integers to written numbers;30980
3215;0;0;NULL;0;NULL;2008-08-06 09:22:35.993;0;2016-02-07 14:05:32.510;2016-02-07 14:05:32.510;lubos hasko;2921691;275;3213;2;3;NULL;NULL;0
3216;0;0;NULL;0;NULL;2008-08-06 09:26:04.707;0;2008-08-06 10:12:37.233;2008-08-06 10:12:37.233;Calanus;445;445;3213;2;5;NULL;NULL;0
3217;0;0;NULL;3;2009-05-03 11:37:34.303;2008-08-06 09:26:16.377;0;2008-08-06 09:26:16.377;NULL;NULL;0;486;2898;2;25;NULL;NULL;0
3218;0;0;NULL;2;NULL;2008-08-06 09:28:50.940;0;2018-03-20 14:18:12.730;2018-03-20 14:18:12.730;GateKiller;5894241;383;3164;2;50;NULL;NULL;0
3220;0;0;NULL;0;NULL;2008-08-06 09:30:50.297;0;2008-08-06 09:41:02.803;2008-08-06 09:41:02.803;Nidonocu;483;483;1625;2;15;NULL;NULL;0
3221;0;0;NULL;0;NULL;2008-08-06 09:33:16.160;0;2008-08-06 09:33:16.160;NULL;NULL;0;377;1625;2;3;NULL;NULL;0
3224;3225;5;NULL;0;NULL;2008-08-06 09:38:15.417;6;2017-07-31 11:33:39.780;2017-05-23 10:29:40.417;Stu Thompson;-1;486;0;1;41;<javascript><css><http><caching>;How can I make the browser see CSS and Javascript changes?;6002
3225;0;0;NULL;2;NULL;2008-08-06 09:41:02.353;0;2016-02-07 14:04:38.793;2016-02-07 14:04:38.793;NULL;2921691;486;3224;2;20;NULL;NULL;0
3228;0;0;NULL;0;NULL;2008-08-06 09:46:18.863;0;2015-05-22 10:38:03.847;2015-05-22 10:38:03.847;Jeff Atwood;487;487;3213;2;6;NULL;NULL;0
3230;10141;5;NULL;1;NULL;2008-08-06 09:49:27.467;12;2017-02-27 16:41:15.867;NULL;NULL;0;370;0;1;33;<c++><visual-studio>;How do you pack a visual studio c++ project for release?;27638
3231;842632;3;NULL;0;NULL;2008-08-06 09:51:06.153;1;2014-07-18 17:17:09.057;2008-09-10 18:13:56.557;NULL;-1;381;0;1;20;<c++><c><midi><signal-processing>;C/C++ library for reading MIDI signals from a USB MIDI device;21413
3233;0;0;NULL;0;NULL;2008-08-06 09:52:01.347;0;2013-02-06 06:03:24.553;2017-05-23 10:29:36.727;GateKiller;-1;383;3224;2;9;NULL;NULL;0
3234;14496;4;NULL;0;2008-09-01 08:15:49.223;2008-08-06 09:52:36.603;2;2017-09-25 19:49:46.627;2008-09-01 08:15:49.240;FryHard;231;231;0;1;14;<c#>;Displaying ad content from Respose.WriteFile()/ Response.ContentType;18024
3240;0;0;NULL;0;NULL;2008-08-06 09:59:38.633;0;2008-08-06 09:59:38.633;NULL;NULL;0;383;3234;2;0;NULL;NULL;0
3241;0;0;NULL;1;NULL;2008-08-06 10:02:50.060;0;2008-08-06 10:02:50.060;NULL;NULL;0;377;3027;2;1;NULL;NULL;0
3243;0;0;NULL;0;NULL;2008-08-06 10:04:35.237;0;2008-08-06 10:15:05.917;2008-08-06 10:15:05.917;rjohnston;246;246;1625;2;2;NULL;NULL;0
3245;0;0;NULL;0;NULL;2008-08-06 10:05:25.237;0;2008-08-06 10:05:25.237;NULL;NULL;0;267;3180;2;7;NULL;NULL;0
3249;0;0;NULL;0;2009-05-03 11:37:34.303;2008-08-06 10:11:19.327;0;2008-08-06 10:11:19.327;NULL;NULL;0;491;2898;2;3;NULL;NULL;0
3255;4852666;22;NULL;6;NULL;2008-08-06 10:18:16.067;831;2017-09-21 19:58:17.053;2011-02-24 07:56:01.937;Lance Roberts;-1;46;0;1;789;<algorithm><optimization><complexity-theory><big-o><performance>;Big O, how do you calculate/approximate it?;366640
3260;3288;9;NULL;0;NULL;2008-08-06 10:23:18.833;46;2016-10-25 18:39:13.660;2015-09-18 13:17:51.843;NULL;1505120;186;0;1;55;<algorithm><language-agnostic>;Peak detection of measured signal;52990
3261;0;0;NULL;2;2011-08-16 19:40:43.080;2008-08-06 10:23:30.550;0;2010-05-23 10:19:08.957;2010-05-23 10:19:08.957;NULL;63550;489;9;2;33;NULL;NULL;0
3267;0;0;NULL;3;NULL;2008-08-06 10:31:24.170;0;2016-10-15 19:12:20.550;2016-10-15 19:12:20.550;Wedge;332;332;3213;2;61;NULL;NULL;0
3271;0;0;NULL;0;2008-09-19 23:57:26.630;2008-08-06 10:41:16.910;0;2008-08-06 10:41:16.910;NULL;NULL;0;491;1644;2;1;NULL;NULL;0
3272;5101;3;NULL;0;NULL;2008-08-06 10:43:16.720;0;2012-01-31 14:26:13.217;2012-01-31 14:26:13.217;Chris Fournier;4714;377;0;1;11;<sql><web-services><service><triggers><timer>;Timer-based event triggers;2182
3273;0;0;NULL;0;2008-09-19 11:43:53.757;2008-08-06 10:44:54.297;0;2008-08-06 10:44:54.297;NULL;NULL;0;492;3088;2;2;NULL;NULL;0
3274;0;0;NULL;0;NULL;2008-08-06 10:46:14.373;0;2008-08-06 10:46:14.373;NULL;NULL;0;493;3180;2;14;NULL;NULL;0
3275;0;0;NULL;0;NULL;2008-08-06 10:53:15.437;0;2008-08-06 10:53:15.437;NULL;NULL;0;380;3272;2;0;NULL;NULL;0
3280;0;0;NULL;0;NULL;2008-08-06 10:59:40.603;0;2011-05-24 22:15:58.047;2011-05-24 22:15:58.047;NULL;63550;364;3255;2;7;NULL;NULL;0
3281;4270;6;NULL;0;NULL;2008-08-06 11:02:20.597;7;2014-01-09 08:24:56.067;2008-09-10 05:13:44.217;NULL;-1;484;0;1;21;<ruby><maps><reduce>;Mapping values from two array in Ruby;10273
3282;0;0;NULL;0;NULL;2008-08-06 11:03:12.640;0;2008-08-06 11:03:12.640;NULL;NULL;0;377;3272;2;0;NULL;NULL;0
3284;3294;7;NULL;6;NULL;2008-08-06 11:04:33.587;16;2013-04-15 16:10:01.077;2011-01-08 22:20:09.187;lomaxx;63550;493;0;1;160;<c#><.net><language-design>;Why can't I have abstract static methods in C#?;84754
3285;0;0;NULL;1;NULL;2008-08-06 11:08:52.283;0;2009-02-05 06:58:19.783;2009-02-05 06:58:19.783;grom;486;486;564;2;17;NULL;NULL;0
3288;0;0;NULL;0;NULL;2008-08-06 11:12:48.890;0;2008-08-06 17:13:46.417;2008-08-06 17:13:46.417;Brendan;199;199;3260;2;9;NULL;NULL;0
3289;0;0;NULL;0;NULL;2008-08-06 11:17:29.240;0;2008-08-06 11:17:29.240;NULL;NULL;0;383;3260;2;0;NULL;NULL;0
3290;0;0;NULL;2;NULL;2008-08-06 11:19:28.083;0;2008-08-06 11:19:28.083;NULL;NULL;0;377;3027;2;1;NULL;NULL;0
3291;0;0;NULL;5;NULL;2008-08-06 11:21:11.667;0;2008-08-06 11:21:11.667;NULL;NULL;0;489;3284;2;42;NULL;NULL;0
3292;0;0;NULL;6;NULL;2008-08-06 11:24:41.957;0;2008-08-06 11:24:41.957;NULL;NULL;0;266;3284;2;8;NULL;NULL;0
3294;0;0;NULL;3;NULL;2008-08-06 11:30:07.093;0;2008-08-06 11:30:07.093;NULL;NULL;0;267;3284;2;146;NULL;NULL;0
3297;0;0;NULL;0;NULL;2008-08-06 11:34:26.803;0;2008-08-06 11:34:26.803;NULL;NULL;0;267;3255;2;7;NULL;NULL;0
3299;0;0;NULL;0;NULL;2008-08-06 11:38:05.393;0;2008-08-06 11:38:05.393;NULL;NULL;0;488;3260;2;2;NULL;NULL;0
3300;0;0;NULL;0;NULL;2008-08-06 11:38:37.607;0;2008-08-06 11:38:37.607;NULL;NULL;0;279;3260;2;0;NULL;NULL;0
3306;0;0;NULL;0;NULL;2008-08-06 12:04:15.463;0;2013-10-11 00:49:43.380;2013-10-11 00:49:43.380;NULL;128421;155;2993;2;2;NULL;NULL;0
3308;0;0;NULL;0;NULL;2008-08-06 12:06:28.597;0;2008-08-06 12:06:28.597;NULL;NULL;0;33;2913;2;1;NULL;NULL;0
3310;0;0;NULL;0;NULL;2008-08-06 12:10:55.920;0;2008-08-06 12:10:55.920;NULL;NULL;0;257;3230;2;0;NULL;NULL;0
3313;0;0;NULL;1;NULL;2008-08-06 12:14:12.213;0;2008-08-06 12:14:12.213;NULL;NULL;0;279;1988;2;1;NULL;NULL;0
3314;0;0;NULL;0;NULL;2008-08-06 12:15:50.747;0;2013-05-14 10:24:17.930;2013-05-14 10:24:17.930;NULL;322020;533;3281;2;2;NULL;NULL;0
