Id;CreationDate;PostId;Score;Text;UserId
2960;2008-09-12 01:21:38.517;55881;0;That's a good idea in terms of productivity, but this is partly a hobby/learning project so digging into the crypto libraries is half the fun.;4154
2963;2008-09-12 01:26:15.543;53842;0;"Could you clarify what is meant by ""as you would hide this method and not be able to call inherited""?";4474
2968;2008-09-12 01:30:43.597;53214;0;To answer your question in the comment: Yes, you should CloseHandle when you don't need the handle anymore.;2574
2970;2008-09-12 01:34:57.830;55700;0;In my opinion it's a matter of probability. It's least probable that there will be several ACMEs, but FooBars are all around the place. I find Microsoft scheme to be very reasonable. I'm using *techonolgies* from *vendors* not an abstract Suber.Duper.Utility classes.;1196
2973;2008-09-12 01:42:03.087;58082;1;"The problem with endings like ""Manager"" and ""Helper"" is they are much too general... I read a great article at some point that said you should strive harder to figure out exactly what it does and name it accordingly, otherwise the suffix conveys very little and the class grows t";122
2975;2008-09-12 01:44:05.467;58082;0;*to be a monster (sorry, my comment got cut off despite being under 300 characters... BUG!);122
2976;2008-09-12 01:44:47.993;55904;0;Thanks for the key derivation function reference.  I noticed in my proof-of-concept tests that the hashed value was never the same length as the key expected by the encryption function so I would just pad the hash - I knew there had to be a better way and this appears to be it.;4154
2977;2008-09-12 01:47:14.523;58097;0;"In JQuery, this would work:
$(""#a"").get(0).className";5168
2984;2008-09-12 02:19:43.323;57922;0;Okay, used the trace, I didn't see anything unusual though. =(  I posted the SQL statements that were picked up by the Profiler above.;3068
2987;2008-09-12 02:31:10.270;58188;0;"Aye, I was reading in the documentation that in order to do transactions I couldn't use a Client-Side Cursor.  And I also made sure that they were all using the same active connection as well.

Thank you for helping out with this, it's been a weird problem for sure =(";3068
2988;2008-09-12 02:36:33.453;56548;0;Great the distribution looks much better the one generated via simulation.;5357
2990;2008-09-12 02:38:13.137;58188;0;Good info too about the stored procedures there... I had a feeling it was doing something like that, but I wasn't sure... I'd never actually done a Trace before today, so I've never seen those kinds of procedures being called under the hood. =) =);3068
2993;2008-09-12 02:44:54.183;58203;0;Is this as a desktop replacement that will be your primary development machine or as a second machine you'll use at home or on the road?;2600
2994;2008-09-12 02:44:59.580;58204;1;"""But solving bad programmers by throwing in new technology sounds like a bad idea"" - Nice point, thanks.  It worries me when I see developers who are so specialised in ASP.NET to the expense of almost everything else.";5023
2996;2008-09-12 02:46:59.437;58213;0;No recommendation, but it sounds like you've been listening to the same podcast I did today about phrasing your question.;5008
2999;2008-09-12 02:49:37.370;57737;0;"out of curiosity... is there any reason to initialize result to ""oops""? that value can never be returned from this method, can it?";2031
3002;2008-09-12 02:53:45.707;58204;0;That's nice quote!;1327
3003;2008-09-12 02:54:59.137;18660;9;I have to say that I really disagree, at least for enterprise applications.  The data is the application.;1219
3004;2008-09-12 02:57:30.253;18813;0;"Kristopher it looks like you resurrected this question by linking to it from another question.  I'm wondering what you mean by ""rich interactions"", and how it would be impractical to implement them without objects?";1219
3005;2008-09-12 02:59:48.327;28015;0;This answer is inaccurate.  You are not limited to interfaces with jMock.  You can mock concrete classes with the ClassImposteriser.;4061
3006;2008-09-12 03:01:19.197;18834;0;I agree that having lots of dynamic SQL sprinkled throughout code-behind is evil.  You have to keep the Db calls clear and distinct.  Wrapping sproc calls in static helper methods achieves a sort-of separation without going all the way down the ORM route.;1219
3007;2008-09-12 03:02:55.060;58212;0;But note that using backticks or $( ) will still fork another shell... using the environment variable is the least-cost method.;4410
3008;2008-09-12 03:03:24.340;18838;3;Lots of people are bringing up de-coupling, and allowing one layer to change without affecting the other.  Stored procedures do this better than any ORM!  I can radically alter the data model, and as long as the procedures return the same data, nothing breaks.;1219
3009;2008-09-12 03:04:27.583;58234;0;Awesome! I'm actually familiar with SDL. I'm going to look into this.;568
3010;2008-09-12 03:04:34.870;18890;2;Stored procedures are probably the best example of orthogonality and separation of concerns.  If used correctly, they completely encapsulate the database.;1219
3014;2008-09-12 03:06:37.407;58212;0;"True, but the question title and tags are generalized, so the answer might as well be generalized too. An environment variable is the ""better"" option in this case, but it isn't a general answer to the question.";5696
3015;2008-09-12 03:09:46.073;58248;0;"I'll second the ""if it works in Firefox, it usually works in Safari"" statement—especially for Firefox 3.";5696
3017;2008-09-12 03:13:52.727;58253;0;I think it's the ToolTip property.;718
3018;2008-09-12 03:14:50.350;58253;0;Control class doesn't have ToolTip property. It has ToolTipText;1196
3019;2008-09-12 03:17:22.310;58250;0;I have grown spoiled in Seattle having internat access everywhere.;1327
3023;2008-09-12 03:22:48.850;58253;0;Oops sorry I'm looking at a different MenuItem class.;718
3024;2008-09-12 03:22:54.543;58244;0;There's a big danger in doing things this way.  Most complex queries end up needing to be re-written entirely by a DBA to get them to scale.  No amount of index tuning can do what changing a query can sometimes do.  This type of Linq2Sql is extremely tight coupling.;1219
3025;2008-09-12 03:26:40.167;58215;0;I agree with consistency throughout the app.  To be honest, I changed directions on my current project a while back and never got around to fixing 100% of the original model, which makes things confusing.  Good decisions are best made early.;1219
3026;2008-09-12 03:34:21.583;58230;0;"David, just noticed your question ""Understanding Pointers"".  Great question, great answers!  All points mentioned in that post also apply to my ""unsafe"" answer below.";5023
3027;2008-09-12 03:36:15.200;58215;0;Eric, true indeed. I once was an OOP zealot (the way others in this thread seem to be) but I met a guy who owns a company who is highly successful selling DB-driven apps. That rocked my world. I'm still an OOP/TDD buff but I don't frown upon DB-centric anymore.;372
3029;2008-09-12 03:47:55.513;47256;0;what kind of complexities? This solution doesn't require any variance.;1659
3030;2008-09-12 03:49:08.477;58270;0;I think a good compromise would be mapping an ORM to stored procedures, except that this can easily be done poorly: if you just create the 4 CRUD procs for each table, you have accomplished nothing.  Can you map big, coarse-grained procs to entities, or does that not really get you anywhere?;1219
3031;2008-09-12 03:55:18.727;58080;0;yes i'm sure, it was pre-partial classes anyhow i.e version 1.0;1368
3032;2008-09-12 04:05:47.250;58270;0;In addition to CRUD operations, the Microsoft ORMs let you add methods onto the entity classes that map directly to any stored proc you want to throw at it (provided that all input/output types are mappable).;1659
3033;2008-09-12 04:06:46.157;46300;0;"You surely meant ""drastically decrease"".  :)";5486
3036;2008-09-12 04:11:39.310;58281;0;I think you could say that most of the agile methods lean towards not doing heavy design.  Not just TDD, though I am a fan of TDD.;1327
3037;2008-09-12 04:20:34.030;58281;0;As a person learning how to develop software, I think TDD is great. I think you only need a vision of the end product when you apply TDD. You know your start point and end point and you fill in the blanks as you progress. A rough sketch helps get started, but then you just code what you need.;1880
3039;2008-09-12 04:32:13.427;55898;0;Unfortunately no. It was easy to try, and the value returned by LVIR_BOUNDS and LVIR_LABEL are identical: they both return the entire subitem, wall-to-wall.;5309
3041;2008-09-12 04:40:39.537;17345;2;rptony, Isn't compiler design, operating system design a little over the top? Even algorithm analysis can get a little too theoretical.  I agree with the rest of the list...;1368
3043;2008-09-12 04:49:52.557;40685;1;"Only change the product code for Major upgrades, small frequent updates should retain the same product code and just increase the version.

Changing the product code is effectively a new application in the eyes of windows installer.";592
3053;2008-09-12 05:39:27.650;58357;0;Unfortunately not, it's set to 6. Thanks anyway;5302
3054;2008-09-12 05:42:48.717;56019;0;Thanks for the correction, lubos  :o);5662
3055;2008-09-12 05:45:26.603;52053;0;I like that, much more elegant.;5387
3056;2008-09-12 05:50:48.043;58038;0;Thanks! Good answer! What would be the difference, what would be better solving this using SubVersion for example?;298
3058;2008-09-12 05:55:43.600;58176;1;To clarify, FTS would not help without changing the existing query.;5745
3059;2008-09-12 05:56:36.530;57595;0;"Brilliant! Exactly what I was after.

I suspect this is what wrumsby was shooting for in his answer.Thanks guys. The quality of content on this site continues to impress me.";4682
3061;2008-09-12 06:02:47.140;58231;0;There is no difference in memory capacity between the MB and the MBP anymore, they can both take 4Gb. The top CPU is almost identical too 2.5Ghz on the MBP compared to 2.4Ghz on the MB. The reasons to get a MBP are screen size and dedicated graphica card.;4496
3062;2008-09-12 06:10:32.083;58353;0;Never had that before, but could you check if the list in HKEY_CURRENT_USER\Software\Microsoft\VisualStudio\9.0\ProjectMRUList is empty?;5790
3064;2008-09-12 06:20:08.627;58390;3;Manual testing doesn't fully replace automatic (or vice a versa). The purpose of automated testing is not to find errors, it's to make sure that new changes don't break already tested old features.;5733
3066;2008-09-12 06:23:34.627;57611;0;"or even:

for (...)
{
   if (cond1 || cond2) continue;

   ...
}

I use it like this all the time, get your breakout on one line";5302
3067;2008-09-12 06:24:35.263;57611;0;"Damn, that above comment would've worked better with a line breaks working, the point being keep

if (cond1 || cond2) continue;

 on one line";5302
3069;2008-09-12 06:29:31.367;58231;0;"The MBP actually goes up to 2.6GHz for the 17"" version at the moment.";1612
3070;2008-09-12 06:40:02.667;45458;1;"Localgroups are local to the server; they are not stored in the AD. Though they may include AD users and/or groups as members.";2383
3074;2008-09-12 07:04:46.180;55112;0;Great comments, pointing out the security aspect.;380
3075;2008-09-12 07:06:07.300;43858;0;I really dislike Delphi, but I love the fact this algorithm (unlike most of the others on this page) takes into account that factorial results don't change (and for large n are expensive) and you might as well only calculate a particular value once.;4389
3076;2008-09-12 07:12:25.787;58181;0;This looks good. It's always been mapping that CSDL onto the SSDL that I've wondered about. Where does the SSDL begin? I guess I'm wondering if this is simply more than us describing the entities with CSDL on a blank designer surface. It's always been the mapping that's been a question to me.;5642
3077;2008-09-12 07:13:01.480;58137;0;Was this recent or during the beta? I had a pretty sour beta experience that didn't really get me excited about the EF.;5642
3080;2008-09-12 07:20:29.917;55546;2;"Re-creating procs every time (conditionally dropping) is a much better solution.  If use exec, you gain nothing and there are downsides; your proc has to escape strings and any line numbers in errors will refer to the line number relative to the exec command.";5189
3084;2008-09-12 07:27:09.653;53214;0;Yeah, but will that end the job?;814
3085;2008-09-12 07:31:34.947;58440;0;"I've missed something or the result is : ""Alpha Beta, Gamma,""";1730
3086;2008-09-12 07:35:28.167;58440;0;You're missing something. It works just fine.;429
3090;2008-09-12 07:39:43.023;58297;0;Yes, Vista does have some *interesting* <g> Virtualizing. But I tried this and it didn't work.;4906
3091;2008-09-12 07:40:04.753;58440;0;Forget it : i've read it too quickly. But I still don't like the in-loop setting of the separator.;1730
3092;2008-09-12 07:42:04.577;58452;0;"Can we chime in with the ""language agnostic"" label ?";1730
3093;2008-09-12 07:42:43.233;58452;0;I believe the StringBuilder (or a similar construct) was implied in the other responses. So, where's your second function? You promised two.;1968
3096;2008-09-12 07:44:56.677;58454;0;I would use += instead of = to show that there is a concat taking place.;4549416
3097;2008-09-12 07:47:26.827;58454;0;I saw that before the comment and added (concatenate) to be really clear (they might not know 'c').;3137
3098;2008-09-12 07:50:00.317;58299;1;Not quite sure why this was voted down.  This is IMHO the only way to get the external IP address of any system.  Just because a router tells you what it thinks your IP address is, or what it thinks it's IP address is doesn't mean there isn't another NAT in place.;188
3099;2008-09-12 07:50:27.850;58454;0;"Don't you want to change `=` for `(assign?)` to be more language-agnostic? The poor Pascal people don't know what you mean. ;-)
Seriously, though.";1968
3100;2008-09-12 07:51:08.127;54779;0;That works on FF3, but the bottom border isn't drawn on the left div for some strange reason.;3499
3101;2008-09-12 07:52:13.070;35718;0;The irony is, I'm doing this because a designer said so!;3499
3102;2008-09-12 07:52:24.320;58463;0;Or just have a server of the same OS that you can test on...;986
3103;2008-09-12 07:53:30.260;58463;0;"Oooh look, you just asked a question of ""religious nature""";1120
3104;2008-09-12 07:53:44.847;47365;0;Google analytics and finance use SWF-based charts (not sure if they're Flash or Flex though).  It seems like SWF charts do a better job with larger volumes of data than JS ones.;3499
3105;2008-09-12 07:55:31.520;47369;0;I'm using a dataprovider with to_xml now.  But, I'm wondering when it is more appropriate to just parametrize all the data into an embed tag versus making another http call.;3499
3106;2008-09-12 07:56:39.020;33941;0;This works in theory, but I still use my original code in production just to avoid having to use an eval.;3499
3108;2008-09-12 07:57:59.330;33999;0;This syntax is wrong, but the idea is solid.;3499
3110;2008-09-12 07:59:07.047;58440;0;"Nicolas: I doubt you will be able to get something ""nicer"" in the imperative setting as you will typically have to separately handle the first or last item in the list. I can only imagine doing it nicer if you have some loop operator with an ""in between"" part: while C do S and in between T od.";4285
3111;2008-09-12 07:59:20.200;35573;0;This has been happening since Tiger for me.;3499
3112;2008-09-12 07:59:53.990;35588;0;Down/up works. So theoretically you could search, then hit down, then up, then ctrl-e. But I'm looking for some elite termcap or readline patch to solve this.;3499
3113;2008-09-12 08:00:32.117;58452;0;Not really. No matter how you cut it, every language deals with strings in a set number of ways. All of the other solutions assume that you have an append string method, which is certainly not language agnostic, as c doesn't have it. You can't really deal with strings without making some assumptions;429
3115;2008-09-12 08:01:52.457;41275;0;Good answer, but I was looking for more of a iterative or fancy Ruby way to do this.;3499
3116;2008-09-12 08:02:06.340;58452;0;Re other function: I considered it, then didn't. Really. I could demonstrate the c way of doing it, I suppose. Then we'd at least have all the major language families covered, but I'll leave that for someone else to do.;429
3118;2008-09-12 08:06:40.087;56404;0;Qt has networking modules so the HTTP request can be handled easily in Qt without needing to use an extra library.;5022
3120;2008-09-12 08:15:23.903;58482;0;"If I could understand it, this might be a really interesting question.
We need some more context here. When would you need but not know the name of the variable? Can we go a ""why"" or two back - what problem are you trying to solve?";1060
3121;2008-09-12 08:20:39.117;58492;0;"Thanks, but that doesn't particularly help. The specific problem I'm having is that I have three variables I want to iterate through and if they aren't all a certain data type, I want to print out that they aren't and print the name of that variable.

Thanks though!";422
3122;2008-09-12 08:21:50.193;58454;0;Yes, so true.  But I think I have done my 4.;3137
3123;2008-09-12 08:23:27.787;58475;0;One thing to watch out for if you do this is that some software, such as A-V scanners, requires a Server licence rather than a Workstation license to run on Windows Server and these can be an order of magnitude more expensive.;3171
3125;2008-09-12 08:25:41.540;58486;1;Addendum: Why does great content and friendly urls help? People will link to it which will lead to higher page rank.;3713
3133;2008-09-12 08:33:20.663;58440;0;It's wasteful to set _seperator_ each time through the loop.  Maybe a good optimizer would factor it out, though.;1438
3135;2008-09-12 08:35:05.527;58455;0;Of course, if we're dropping language independence then you could just use string.Join(separator, xs) :);4591
3136;2008-09-12 08:35:51.953;58452;0;If you're really worried about allocation speed, you can initialise the StringBuilder to the needed capacity (strings.Sum(s => s.Length) + (strings.length - 1) * separator.length) and do away with reallocating space at all.;4918
3137;2008-09-12 08:38:48.340;45826;0;The CC Attribution Share-Alike license adds additional obligations to derivative works - I want a similar license for software and content. These icons would be a good fit for GPL or LGPL software. Thanks in any case.;304
3138;2008-09-12 08:39:53.707;45878;1;The Smashing Magazine icons cannot be redistributed (the license mentions private and commercial projects, blogs and web-sites, but makes no mention of open source). I would be very careful about using these in any project.;304
3139;2008-09-12 08:40:10.383;58452;0;C most certainly does have an append string function: strcat.;1438
3141;2008-09-12 08:40:40.910;45829;0;The LGPL license adds additional obligations to derivative works - I want a similar license for software and content. These are pretty nice - I'd use them in a GPL/LGPL project, so thanks in any case.;304
3142;2008-09-12 08:40:54.140;58484;0;Why is that an incorrect requirement? High page rank = $ for a lot of websites.;5182
3143;2008-09-12 08:41:33.187;52588;0;In addition, these guys release sample icons under the Creative Commons Attribution License.;304
3144;2008-09-12 08:42:18.380;58484;0;Because page rank is not a software developer requirement, it should be an SEO expert requirement or something similar. The requirement is more akin to a system's analyst job than a software dev's;372
3145;2008-09-12 08:43:30.530;58455;0;"<Insert snide comment about picking a terser language here.> ;-)";1438
3146;2008-09-12 08:44:28.267;58484;0;SEO can affect the way a site is designed especially the URL strategy and accessbility requirement to a minor extent for the bot. If it's not included as a requirement if often comes up right at the end of the project.;5182
3148;2008-09-12 08:45:54.237;58477;0;That's technically correct. You can run WSS/MOSS on Windows Vista but it's unsupported. Otherwise your options are Windows 2003 SP1/2008. A good alternative is to dev in virtual machines.;5642
3149;2008-09-12 08:47:31.440;58437;0;What's wrong with added an item outside of the loop?;1438
3154;2008-09-12 08:51:39.950;58452;0;Jon: not in the way used in the previous examples. strcat doesn't return a new string and has far different semantics than strA + strB.;429
3155;2008-09-12 08:51:50.697;57601;0;I would imagine so. Depends on the client machines, but surely on Vista you could have some sort of rule that matched something like C:\Users\*\LocalSettings\etc\etc.;2152
3157;2008-09-12 08:52:59.570;58452;0;David: then you've iterated over the collection twice. I'm not certain that in a managed environment where reallocs are relatively cheap that counting ahead would put you ahead. Then again, there's only one way to find out. :);429
3158;2008-09-12 08:59:09.680;58484;0;Edward, you've got a point there. I still think it should be part of the system analysts' job, though. Admitting that, I guess that means I concede that it is software development related. :D;372
3159;2008-09-12 09:03:06.113;58526;3;Powers of two: don't forget 1 = 2^0!;1968
3165;2008-09-12 09:36:07.643;58563;0;where is that debate at?;3713
3167;2008-09-12 09:47:43.340;58532;0;Compute the GCD in pairs, first computing n = gcd(a[0], a[1]). Then n = gcd(n, a[2]), ... iteratively through the rest of your list.;893
3170;2008-09-12 09:54:39.470;55194;1;"@Ray: yes, using ""key, value"" in the for loop avoids having to do the hash table lookup of d[key] for every item in the dictionary. I believe the above solution will be faster, but you'd have to measure it on your system and data set to be sure.";893
3171;2008-09-12 09:55:33.460;58580;0;True! I had forgotten that.;5190
3173;2008-09-12 09:56:38.637;53818;0;"I am probably just tangled too deep in the developer community ;-)";4189
3174;2008-09-12 09:57:00.993;58573;1;Yes! Let's start returning them ugly confusing stack traces to them!;5190
3175;2008-09-12 10:09:29.060;58527;0;Great answer.  In case it isn't immediately obvious, (as Jonas Follesø points out in his answer) - the key to this is using Enum values to the power of 2 (1,2,4,8,16,etc);5662
3176;2008-09-12 10:09:37.827;58440;0;See my comment about the ternary operator below, and simply checking that the string you're building is non-empty;5058
3179;2008-09-12 10:23:25.173;58574;0;I edited question to explain why it's not centralized - otherwise what you described is exactly what we do now. We are not happy with how source control tools handle binary files and deployment scenarious though.;5733
3183;2008-09-12 10:29:19.450;58528;0;The process is awfull, agreed, but there are important legacy and practical reasons for it. Total centralization is not possible - basically, you don't want to build your core together with some flimsy interface plugin.;5733
3185;2008-09-12 10:32:21.033;18813;4;"Anything that can be done with objects can also be done without objects.  I find that OO design is usually much easier than non-OO methods for doing anything ""complicated"", but I understand that it doesn't work for everyone.";1175
3186;2008-09-12 10:33:03.013;58529;0;Thanks, it's a possible solution. But I better like even what we have now. I'm actually impressed by performance of our version control (SourceGear) with huge binary project.;5733
3196;2008-09-12 11:03:25.937;58684;0;Nick, that was indeed the problem. I figured it would be useful to post the question so I could also put the answer there. I hadn't counted on someone answering so quickly!;994
3200;2008-09-12 11:08:21.070;58636;2;MapDialogRect doesn't help if your window is not a dialog unfortunately, but calculating by hand works very well.;5049
3201;2008-09-12 11:08:45.097;58677;0;Actually I'm looking at SharpDevelop, for some reason I ofter call it iTextSharp :-) Thanks for comment, anyway.;1196
3202;2008-09-12 11:10:23.047;58678;0;"FYI: www.nirsoft.net is blocked by my company and I found this about the program.

http://spywarefiles.prevx.com/RRIDCH001610050/NIRCMD.EXE.html";3225
3204;2008-09-12 11:18:09.690;58284;1;You're right, most people won't change their opinions. I realize the focus of Stack Overflow is supposed to be objective questions, but subjective ones are so much more fun! Personally, I have learned a lot from this discussion.;1219
3205;2008-09-12 11:19:14.133;58176;0;FTS would not help without changing the existing query. But, if your dataset is small enough, you can use LIKE without a problem for some time.;5581
3206;2008-09-12 11:19:54.303;58221;0;Also remember that the Pro has much better output options for attaching external displays and suchlike. The MB can't output to a second monitor with as big of a resolution. Important thing to think about.;2152
3208;2008-09-12 11:31:14.307;58712;0;I mean output string.....;184
3209;2008-09-12 11:35:12.677;58712;0;Everything from ASP.NET or PHP's point of view is just a string in response buffer.;3827
3210;2008-09-12 11:35:51.427;58709;0;What are you trying to log?;5581
3211;2008-09-12 11:36:35.700;58492;0;Chris: can you rephrase your actual question above to reflect this use case?  I'm still not quite sure what your goal is.;1190
3213;2008-09-12 11:42:23.580;58712;0;You don't encode the input before you process it. You encode the input when you output it to the user... this is how XSS attacks work.;3404
3216;2008-09-12 11:46:30.170;58712;0;@David Of course.;3827
3218;2008-09-12 11:47:02.837;57149;0;How to declare a table that accomplishes this task? Can you provide an example?;5348
3219;2008-09-12 11:47:37.467;57635;0;I need the center DIV to change size.;5348
3224;2008-09-12 11:50:05.917;57121;0;Color are important and the parent DIV has to stay at a fixed width and height. I have updated the details in the question.;5348
3226;2008-09-12 11:51:26.803;57119;0;I have updated the details in the question.;5348
3227;2008-09-12 11:55:00.007;58709;0;"Just debugging information.like ""X is Foo""";4164
3228;2008-09-12 11:56:31.847;58390;0;I think I left out an important word up there :) in the first bullet.;1695
3229;2008-09-12 12:01:26.013;58700;1;It's also included in Vista default installation now.;5049
3232;2008-09-12 12:03:12.343;58779;0;Nowt, 'cept the recursive call. Why do we need to do that in C#?;905
3233;2008-09-12 12:05:55.007;58759;1;That isn't really different from how I did it anyway - you still need to load VB's backward-compatibility stuff in order to be able to do it.;905
3237;2008-09-12 12:14:53.267;58785;1;Close, but not available on XP y deafult.  Though I will consider it.;NULL
3238;2008-09-12 12:15:38.930;58784;0;Yes, I know I could _write_ such a thing.  The idea is to reuse any available resources and to simplify sharing of the script.;NULL
3239;2008-09-12 12:17:08.240;58792;0;I realize it is a primitive metric. I just wanted to know a ball park figure without drawing any major conclusions from it.;4694
3240;2008-09-12 12:19:36.267;58764;0;We have our own client side software and at this stage we're not operating over the internet.;6065
3241;2008-09-12 12:21:50.397;58786;0;I've used that too. It has a pie chart showing what proportion of each type of line is used in the code.;5744
3242;2008-09-12 12:23:34.900;58345;0;jquery for a treecontrol sounds like a good idea, thanks for the suggestion. Could you elaborate on how to use a recursive lambda for rendering.;5360
3243;2008-09-12 12:25:19.233;58784;2;To be fair Gulzar, Josef was offering to send you one, and to send you his available resource to you for reuse. I suspect you stopped reading after 9 words.;5744
3245;2008-09-12 12:28:49.473;58793;0;I was originally using ArcGIS 9.2, but that doesn't work well with C# and 64 bit, so I am now using GDAL (http://www.gdal.org). Good answer though.;5932
3246;2008-09-12 12:30:26.147;58779;4;This is head recursion.  It can fall prey to a stack overflow if the directories are nested deep enough.;3347
3249;2008-09-12 12:31:29.467;58805;0;I've added some clarification to the question - hopefully this makes it easier to answer!;5932
3250;2008-09-12 12:33:18.573;58071;1;Your point is not unreasonable. However, I always shut down my home PC when I'm not using it, so it's getting rebooted a lot anyway (admittedly this is not true for my office PC). This way I can be sure I'm keeping up to date with updates, without having them interrupt what I'm doing.;3012
3254;2008-09-12 12:38:18.470;27863;0;That would be a hybrid of Adjacency List and Materialized Path, right? What scenarios would that be used in? It seems to me that getting all children with one query would be better served with Nested Sets/ Intervals and I don't see what you would want to store the adjacency list for as well?;2077
3259;2008-09-12 12:42:55.277;57601;0;Securewave doesn't allow the * in the middle.  Only at the end.  I'm trying to get info from the company that currently sells SW, but the version installed at my user's site is older AND no one can find the documentation;5008
3260;2008-09-12 12:48:11.177;58819;0;"This doesn't work. The combobox will just show an empty text and changing it won't do anything.

I guess throwing in a converter here would be the best solution.";1733
3265;2008-09-12 12:53:17.887;58862;1;I would agree.  Why are you recreating the wheel because MS has already done it for you.  You are just spending more time writing code.;2469
3267;2008-09-12 12:55:54.947;58779;14;Until very recently, directory nesting depth was restricted by the OS. I doubt that you'll find directories that are nested more than a few hundred times (if even). The above code can take *much* more.;1968
3271;2008-09-12 12:57:13.650;49056;0;Great answer - really clear and succinct. Got my +1;1078
3272;2008-09-12 12:57:37.003;58874;2;you got 4 answers in a minute..;4337
3274;2008-09-12 12:58:05.223;58779;4;I like the recursive approach, the risk of a stack overflow is minimum at worst.;2469
3276;2008-09-12 12:58:57.653;58679;0;"Hey, Nick answered the question correctly; you should mark his response as the answer.";1228
3278;2008-09-12 13:01:01.893;58784;0;Any Josef, you could share those to the rest of the community :);2274
3280;2008-09-12 13:02:49.987;58744;81;I would say that looking at the alternatives posted below, that the VB way doesn't look so ugly.;4292
3285;2008-09-12 13:10:07.673;58879;0;True enough - Assuming I don't account for my time that is :);797
3287;2008-09-12 13:11:09.390;55515;4;"variables are never allocated inside the code segment; this way they wouldn't be write-able.";4528
3289;2008-09-12 13:13:00.867;44439;0;no kidding formatting!!!  sorry about that.;730
3291;2008-09-12 13:15:25.307;57737;0;i just did that for the snippet--my production code actually from which i sourced this does not actually throw the exception, but a String constance json document for the client app to digest nicely.;2961
3292;2008-09-12 13:15:41.017;58862;0;Question updated to clarify.;832
3295;2008-09-12 13:16:29.203;52504;1;Autohotkey is probably the best tool for keyboard remapping. You could map CapsLock to Control really easily and make it like that just for Emacs if you so chose. You can also make Shift+CapsLock work as CapsLock.  http://www.autohotkey.com/;3171
3296;2008-09-12 13:16:43.960;58914;0;can you give an example of where I would need to split the code based on refactoring or expansion?;NULL
3297;2008-09-12 13:16:49.907;58912;35;"Thanks Espo. I actually wrote that inkscape blog post! Although it ""works"", it's not a particularly robust solution.  I like the codeplex project though - I'll give it a look. Thanks.";5744
3303;2008-09-12 13:19:56.247;58912;7;How embarrassing :) Good thing maybe the SVG rendering engine could help you out though.;2257
3312;2008-09-12 13:25:07.763;58166;0;Glass pane to the rescue again.;2443
3321;2008-09-12 13:36:27.893;58912;18;I take it as a compliment. I've not been quoted to myself before!;5744
3325;2008-09-12 13:42:55.677;57656;3;"As a nitpick, I'd say that the reference isn't actually null - it references bad memory.

Although it is a valid point that just because it's a reference, doesn't mean that it refers to something that's valid";4949
3327;2008-09-12 13:43:36.533;52212;0;"That depends on what version of Flash you're talking about.

ActionScript2 is just syntactic sugar on top of ActionScript1, which is essentially JavaScript (both are ECMAScript).  It's very much a dynamic language.

ActionScript3 is both.  You can declare dynamic objects, though most aren't dynamic.";1409
3329;2008-09-12 13:44:22.820;58132;0;Thanks for the post...this sounds like the cause of the problem.;4770
3330;2008-09-12 13:45:05.047;58957;0;I understand your answer. But why didn't I get an ambiguity error in the first place?;3751
3350;2008-09-12 14:01:07.973;59055;1;oops! it's Server 2003;2908
3356;2008-09-12 14:02:36.050;59035;0;good catch there--it really is an emotional response from the OP's coworker.  Addressing the warm fuzzies will probably be more productive that hard logic and metrics.  Maybe push the hashing algo choice onto the colleague so they have more buy in to the proper solution?;2961
3359;2008-09-12 14:05:21.583;59057;0;If you're actually planning on using that in production, enjoy your unintended side effects of sweeping contextless string substitutions.;1228
3362;2008-09-12 14:07:51.017;57736;1;"> It's sad that ""QA"" has some stigma attached to it among developers, but it does.
How true!  Its such a shame.  My stint as a QA person has completely changed the way I unit test/verify code before calling it done.  For the better.  ;)";4575
3366;2008-09-12 14:09:50.073;57651;0;"I guess I meant to imply ""strong development skills (for QA)"" which may or may not be equivalent to developer coding skills.";4575
3369;2008-09-12 14:11:08.527;58974;0;Your queries can be optimized to remove the INNER JOINs on Company. Or would this be something SQL Server would do automatically?;4007
3371;2008-09-12 14:12:40.567;58950;1;Rebuilding the entire solution takes way too long.  I created a custom keyboard shortcut.  It's in Tools -> Customize -> Keyboard, not Tools -> Options -> Keyboard.;1219
3373;2008-09-12 14:13:48.113;58562;1;Yes, but then the embedded page gets cut off if it doesn't fit inside the iframe.;1249
3375;2008-09-12 14:15:14.710;59035;0;You have a very good point here.  I did not mention in the question, but this was his code -- he implmenented it this way.  Its now my code so I could change it unilaterly but I would prefer to allow him to save face/agree in case I need further help understanding the code...;5882
3377;2008-09-12 14:17:18.747;57296;1;This would work for about 99% of the time.  What happens if a file in another directory (other then the one having a lot of file changes) is the one that is skipped.  You would scan the one directory for changes but miss the single file change in another.;NULL
3378;2008-09-12 14:17:50.367;59097;0;Yes, we are using SQL Server Express for a web app. We have the same application in classic asp using the same SQLExpress DB with no problems. This application is an upgrade of the classic version to a .NET version;5633
3379;2008-09-12 14:18:00.787;59087;1;"Too many men,
Theres too many people,
Making too many problems,
And not much love to go round,
Cant you see -
This is a land of confusion.  (Genesis)";2915
3381;2008-09-12 14:19:02.987;59092;0;We are very meticilous with NOLOCK and we use views to read the data with aliases and SPROCS to handle the CRUD as well as SubSonic.;5633
